,,model,group,stimulus,parsed_sent,sent,human_judgment,,tregex_judgment
443,234,ilm,clause_VP-with-PP-adjunct,%% made by these candidates are %%.,(S (NP (NP (NP (DT The) (NNS views)) (PP (IN of) (NP (NP (DT the) (NNS candidates)) (SBAR (WHNP (WP who)) (S (VP (VBP are) (VP (VBG running) (PP (IN for) (NP (NN president)))))))))) (CC and) (NP (NP (DT the) (NNS views)) (PP (IN of) (NP (NP (DT the) (NNS groups)) (SBAR (WHNP (WP who)) (S (VP (VBP are) (VP (VBG running) (PP (IN for) (NP (NP (DT the) (NNP Senate) (CC and) (NN Assembly) (NNS seats)) (VP (VBN made) (PP (IN by) (NP (DT these) (NNS candidates)))))))))))))) (VP (VBP are) (RB not) (ADJP (JJ final))) (. .)),The views of the candidates who are running for president and the views of the groups who are running for the Senate and Assembly seats made by these candidates are not final.,1,,1
444,365,ilm,clause_VP-with-adjunct-long,%% developed by a group of high school students who all learned programming skills by themselves helped %%.,"(S (NP (NP (DT The) (NN program)) (, ,) (VP (VBN developed) (PP (IN by) (NP (NP (DT a) (NN group)) (PP (IN of) (NP (NP (JJ high) (NN school) (NNS students)) (SBAR (WHNP (WP who)) (S (DT all) (VP (VBD learned) (NP (JJ programming) (NNS skills)) (PP (IN by) (NP (PRP themselves)))))))))))) (VP (VBD helped) (S (NP (PRP them)) (VP (VP (VB jump-start) (NP (PRP$ their) (NNS careers))) (CC and) (VP (VB pave) (NP (DT the) (NN way)) (PP (IN for) (NP (NP (DT the) (JJ next) (NN generation)) (PP (IN of) (NP (NN programming) (NNS executives))))))))) (. .))","The program, developed by a group of high school students who all learned programming skills by themselves helped them jump-start their careers and pave the way for the next generation of programming executives.",1,,1
445,49,ilm,clause_VP-with-adjunct-long,%% developed by a group of high school students who all learned programming skills by themselves helped %%.,"(S (NP (NP (DT The) (NN program)) (, ,) (VP (VBN developed) (PP (IN by) (NP (NP (DT a) (NN group)) (PP (IN of) (NP (NP (JJ high) (NN school) (NNS students)) (SBAR (WHNP (WP who)) (S (DT all) (VP (VBD learned) (NP (JJ programming) (NNS skills)) (PP (IN by) (NP (PRP themselves)))))))))))) (VP (VBD helped) (S (NP (PRP them)) (VP (VB develop) (NP (NP (DT a) (JJ basic) (NN understanding)) (PP (IN of) (SBAR (WHADVP (WRB how)) (S (NP (NN programming)) (VP (VBZ works)))))) (, ,) (PP (IN in) (NP (NP (DT a) (NN variety)) (PP (IN of) (NP (NNS settings)))))))) (. .))","The program, developed by a group of high school students who all learned programming skills by themselves helped them develop a basic understanding of how programming works, in a variety of settings.",1,,1
446,439,ilm,clause_VP-with-adjunct-long,%% admired for a long time encouraged %%.,"(S (NP (NP (DT The) (JJ young) (NNS women)) (PP (IN of) (NP (DT the) (NN school)))) (VP (VP (VBN admired) (PP (IN for) (NP (DT a) (JJ long) (NN time))) (S (VP (VBN encouraged) (PP (IN by) (NP (PRP$ their) (NNS teachers)))))) (, ,) (VP (VP (MD will) (ADVP (RB soon)) (VP (VB return) (S (VP (PP (TO to) (NP (VB work))) (PP (IN at) (NP (NN home))))))) (CC and) (VP (VBP are) (VP (VBG planning) (S (VP (TO to) (VP (VB start) (NP (NNS classes)) (PP (IN at) (NP (DT the) (JJ same) (NN school))) (PP (IN on) (NP (DT the) (JJ same) (NN day)))))))))) (. .))","The young women of the school admired for a long time encouraged by their teachers, will soon return to work at home and are planning to start classes at the same school on the same day.",1,,0
447,309,ilm,clause_VP-with-adjunct-long,%% admired for a long time encouraged %%.,"(S (NP (NP (PRP$ His) (NN leadership) (CC and) (NN dedication)) (PP (TO to) (NP (DT the) (NN institution)))) (VP (VBP have) (VP (VBN been) (VP (VBN admired) (PP (IN for) (NP (DT a) (JJ long) (NN time))) (S (VP (VBN encouraged) (CC and) (VBN supported) (PP (IN by) (NP (NP (NP (DT the) (NN Board)) (PP (IN of) (NP (NNS Directors)))) (, ,) (NP (NP (NN Board)) (PP (IN of) (NP (NNS Governors)))) (, ,) (CC and) (NP (NNS members))))))))) (. .))","His leadership and dedication to the institution have been admired for a long time encouraged and supported by the Board of Directors, Board of Governors, and members.",1,,0
448,447,ilm,clause_VP-with-complement-long,%% took the exam that was supposed to be very challenging received %%.,"(S (CC But) (PP (IN at) (NP (NP (DT the) (NN end)) (PP (IN of) (NP (DT the) (NN day))))) (, ,) (NP (NP (DT the) (NN girl)) (SBAR (WHNP (WP who)) (S (VP (VBD took) (NP (NP (DT the) (NN exam)) (SBAR (WHNP (WDT that)) (S (VP (VBD was) (VP (VBN supposed) (S (VP (TO to) (VP (VB be) (ADJP (RB very) (JJ challenging)))))))))))))) (VP (VBD received) (NP (DT a) (NN boost)) (PP (IN from) (NP (DT a) (JJ good) (NN friend)))) (. .))","But at the end of the day, the girl who took the exam that was supposed to be very challenging received a boost from a good friend.",1,,1
449,504,ilm,clause_VP-with-complement-long,%% took the exam that was supposed to be very challenging received %%.,"(S (NP (NP (CD One)) (PP (IN of) (NP (NP (DT the) (NNS students)) (SBAR (WHNP (WP who)) (S (VP (VBD took) (NP (NP (DT the) (NN exam)) (SBAR (WHNP (WDT that)) (S (VP (VBD was) (VP (VBN supposed) (S (VP (TO to) (VP (VB be) (ADJP (RB very) (JJ challenging)))))))))))))))) (VP (VP (VBD received) (NP (DT an) (NN A))) (, ,) (CC but) (VP (VBD was) (RB not) (VP (VBN given) (NP (CD one))))) (. .))","One of the students who took the exam that was supposed to be very challenging received an A, but was not given one.",1,,1
450,187,ilm,clause_VP-with-complement-long,%% contacted the station near the public garden claimed %%.,"(S (NP (NP (DT A) (NN volunteer)) (SBAR (WHNP (WP who)) (S (VP (VBD contacted) (NP (NP (DT the) (NN station)) (PP (IN near) (NP (DT the) (NNP public) (NN garden)))))))) (VP (VP (VBD claimed) (SBAR (IN that) (S (NP (PRP it)) (VP (VBD was) (VP (VBN connected) (PP (IN by) (NP (DT a) (NN telephone) (NN line))) (PP (TO to) (NP (DT a) (JJ private) (NN network)))))))) (, ,) (CC and) (VP (VBD asked) (SBAR (IN that) (S (NP (PRP it)) (VP (RB not) (VP (VB be) (VP (VBN identified) (SBAR (IN because) (S (NP (PRP it)) (VP (VBD was) (RB not) (VP (VBN posted) (PP (IN on) (NP (NP (DT the) (NN station) (POS 's)) (NN Web) (NN site)))))))))))))) (. .))","A volunteer who contacted the station near the public garden claimed that it was connected by a telephone line to a private network, and asked that it not be identified because it was not posted on the station's Web site.",1,,1
451,155,ilm,clause_VP-with-complement-long,%% contacted the station near the public garden claimed %%.,"(S (PP (IN In) (NP (CD one) (NN case))) (, ,) (NP (NP (DT a) (NN woman)) (SBAR (WHNP (WP who)) (S (VP (VBD contacted) (NP (NP (DT the) (NN station)) (PP (IN near) (NP (DT the) (JJ public) (NN garden)))))))) (VP (VBD claimed) (SBAR (S (NP (PRP she)) (VP (VBD was) (VP (VP (VBN raped)) (CC and) (VP (VBD beat) (PP (IN with) (NP (DT a) (NN metal) (NN pipe))))))))) (. .))","In one case, a woman who contacted the station near the public garden claimed she was raped and beat with a metal pipe.",1,,1
452,221,ilm,clause_VP-with-complement,%% watched the movie talked %%.,"(S (`` ``) (S (SBAR (WHADVP (WRB When)) (S (NP (PRP I)) (VP (VBD watched) (NP (NP (DT the) (NN movie)) (VP (VBN talked) (PP (IN about) (NP (DT the) (NN past)))))))) (, ,) (NP (PRP it)) (VP (VBD made) (S (NP (PRP me)) (VP (VB feel) (ADVP (RB better)))))) (, ,) ('' '') (NP (PRP he)) (VP (VBD said)) (. .))","\"" When I watched the movie talked about the past, it made me feel better ,""he said.",0,,0
453,43,ilm,clause_VP-with-complement,%% watched the movie talked %%.,"(S (NP (PRP They)) (VP (PP (VBD watched) (NP (DT the) (NN movie))) (VP (VBD talked) (PP (IN about) (NP (DT the) (NN movie))) (, ,) (PP (IN about) (SBAR (WHADVP (WRB how) (JJ much)) (S (NP (PRP they)) (VP (VBD loved) (NP (PRP it)))))) (, ,) (PP (IN about) (SBAR (WHADVP (WRB how) (RB much)) (S (NP (PRP they)) (VP (VBD loved) (NP (PRP it)))))) (, ,) (SBAR (WHNP (WRB how) (RB much)) (S (NP (PRP they)) (VP (VBD were) (ADJP (JJ lucky) (S (VP (TO to) (VP (VB have) (VP (VBN had) (NP (PRP him)))))))))))) (. .))","They watched the movie talked about the movie, about how much they loved it, about how much they loved it, how much they were lucky to have had him.",0,,0
454,87,ilm,clause_VP-with-complement,%% passed the exams could %%.,"(S (NP (NP (DT Those)) (SBAR (WHNP (WP who)) (S (VP (VBD passed) (NP (DT the) (NNS exams)))))) (VP (VP (MD could) (VP (VB have) (VP (VBN been) (VP (VBN considered) (PP (IN for) (NP (NN parole))))))) (, ,) (CC but) (VP (VBD were) (ADVP (RB instead)) (VP (VBN sent) (ADVP (RB home)) (PP (IN for) (NP (NP (DT the) (NN rest)) (PP (IN of) (NP (PRP$ their) (NNS lives)))))))) (. .))","Those who passed the exams could have been considered for parole, but were instead sent home for the rest of their lives.",1,,1
455,489,ilm,clause_VP-with-complement,%% passed the exams could %%.,(S (NP (DT The) (NN state)) (VP (VBD said) (SBAR (S (NP (NP (DT the) (NNS students)) (SBAR (WHNP (WP who)) (S (VP (VBD passed) (NP (DT the) (NNS exams)))))) (VP (MD could) (VP (VB be) (VP (VBN forced) (S (VP (TO to) (VP (VB retake) (NP (DT the) (NNS exams)) (PP (IN for) (NP (QP (IN up) (TO to) (CD three)) (NNS years)))))))))))) (. .)),The state said the students who passed the exams could be forced to retake the exams for up to three years.,1,,1
456,134,ilm,clause_VP,%% occurred came %%.,"(S (CC But) (NP (NP (DT the) (JJS largest) (JJ single) (NN increase)) (PP (IN in) (NP (NP (DT the) (NN number)) (PP (IN of) (NP (NNS abortions))))) (PP (IN during) (NP (DT the) (JJ same) (NN period)))) (VP (VBD occurred) (VP (VBD came) (PP (IN in) (NP (NP (CD 2005)) (, ,) (SBAR (WHADVP (WRB when)) (S (NP (DT the) (JJ federal) (NN government)) (VP (VBD said) (SBAR (S (NP (NN abortion) (NNS rates)) (VP (VBD had) (VP (VBN declined) (ADVP (RB steadily))))))))))))) (. .))","But the largest single increase in the number of abortions during the same period occurred came in 2005, when the federal government said abortion rates had declined steadily.",1,,0
457,474,ilm,clause_VP,%% occurred came %%.,"(S (S (NP (NP (DT A) (JJ violent) (NN confrontation)) (SBAR (WHNP (WDT that)) (S (ADVP (RB also)) (VP (VBD occurred))))) (VP (VBD came) (S (VP (TO to) (NP (VB light)))) (ADVP (NP (CD two) (NNS years)) (RB later)) (SBAR (WHADVP (WRB when)) (S (NP (DT a) (NN police) (NN officer)) (VP (VP (VBD ran) (PP (IN into) (NP (NP (DT a) (NN woman)) (SBAR (WHNP (WP who)) (S (VP (VBD was) (VP (VBG holding) (NP (DT a) (NN baby)) (PP (IN under) (NP (PRP$ her) (NN arm)))))))))) (CC and) (VP (VBD demanded) (NP (PRP$ her) (NN identity)))))))) (, ,) (NP (DT The) (NNP New) (NNP York) (NNP Post)) (VP (VBD reported)) (. .))","A violent confrontation that also occurred came to light two years later when a police officer ran into a woman who was holding a baby under her arm and demanded her identity, The New York Post reported.",1,,1
458,166,ilm,clause_VP,%% earned proved %%.,"(S (SBAR (IN While) (S (NP (NNP Mr.) (NNP Chávez)) (VP (VP (VBZ has) (VP (VBN earned))) (VP (VBD proved) (S (VP (TO to) (VP (VB be) (NP (DT a) (JJ tough) (NN sell))))))))) (, ,) (NP (EX there)) (VP (VBZ is) (NP (NP (DT a) (NN lot)) (SBAR (S (VP (TO to) (VB like))))) (PP (IN in) (NP (NP (NNP Washington)) (CC and) (NP (JJ other) (ADJP (JJ Latin) (JJ American)) (NNS countries))))) (. .))","While Mr. Chávez has earned proved to be a tough sell, there is a lot to like in Washington and other Latin American countries.",0,,0
459,4,ilm,clause_VP,%% earned proved %%.,"(S (`` ``) (S (S (NP (DT The) (NN fact) (SBAR (IN that) (S (NP (PRP we)) (VP (VBD earned))))) (VP (VBD proved) (SBAR (S (NP (PRP they)) (VP (VBD had) (NP (NP (DT a) (JJ real) (NN shot)) (PP (IN at) (NP (DT this))))))))) (, ,) (CC and) (NP (NP (DT the) (NN fact) (SBAR (IN that) (S (NP (PRP I)) (VP (VP (VBD played) (ADVP (RB here))) (CC and) (VP (VBD had) (NP (NP (DT a) (NN chance)) (PP (IN of) (S (VP (VBG winning) (NP (PRP it))))))))))) (, ,) (VP (VBD helped) (NP (PRP me)) (NP (DT this) (NN season))))) (, ,) ('' '') (NP (PRP he)) (VP (VBD said)) (. .))","\"" The fact that we earned proved they had a real shot at this, and the fact that I played here and had a chance of winning it, helped me this season ,""he said.",1,,1
460,298,ilm,clause_phrasal-verb-with-subj,%% the undergraduate student applied for.,"(S (PP (IN In) (NP (CD 2001))) (, ,) (NP (PRP he)) (VP (VBD took) (NP (NP (DT a) (NN job)) (PP (IN at) (NP (NP (DT the) (NNP University)) (PP (IN of) (NP (NNP Southern) (NNP California))) (, ,) (SBAR (WHADVP (WRB where)) (S (NP (PRP he)) (VP (VBD was) (ADVP (RB also)) (NP (NP (DT the) (JJ undergraduate) (NN student)) (VP (VBN applied) (PP (IN for))))))))))) (. .))","In 2001, he took a job at the University of Southern California, where he was also the undergraduate student applied for.",1,,1
461,75,ilm,clause_phrasal-verb-with-subj,%% the undergraduate student applied for.,"(S (SBAR (WHADVP (WRB When)) (S (NP (PRP I)) (VP (VBD asked) (NP (PRP him)) (SBAR (WHADVP (WRB why)) (S (NP (PRP he)) (VP (VBD was) (RB not) (VP (VBN accepted)))))))) (, ,) (NP (PRP he)) (VP (VBD said) (: :) (`` ``) (S (NP (PRP I)) (VP (VBD was) (RB n't) (ADJP (JJ sure) (SBAR (IN if) (S (NP (NP (DT the) (NN one)) (SBAR (WHNP (WP who)) (S (VP (VBD applied) (PP (IN for) (NP (DT a) (NN degree))))))) (VP (VBD was) (NP (NP (CD one)) (PP (IN of) (NP (NP (DT the) (NNS ones)) (SBAR (WHNP (IN that)) (S (NP (DT the) (NN undergraduate) (NN student)) (VP (VBD applied) (PP (IN for))))))))))))))) (. .))","When I asked him why he was not accepted, he said:``I wasn't sure if the one who applied for a degree was one of the ones that the undergraduate student applied for.",1,,1
462,495,ilm,clause_phrasal-verb-with-subj,%% the leadership team should have focused on.,"(S (PP (IN At) (NP (DT the) (NN time))) (, ,) (NP (NP (NP (DT the) (NN committee) (POS 's)) (NN chairman)) (, ,) (NP (NP (NNP Senator) (NNP Charles) (NNP E.) (NNP Schumer)) (PP (IN of) (NP (NNP New) (NNP York)))) (, ,)) (VP (VBD said) (PP (IN in) (NP (DT a) (JJ recent) (NN interview))) (SBAR (IN that) (S (NP (DT the) (NN leadership) (NN team)) (VP (MD should) (VP (VB have) (VP (VBN focused) (PP (IN on)))))))) (. .))","At the time, the committee's chairman, Senator Charles E. Schumer of New York, said in a recent interview that the leadership team should have focused on.",0,,0
463,50,ilm,clause_phrasal-verb-with-subj,%% the leadership team should have focused on.,"(S (S (NP (NNP Mr.) (NNP Edwards)) (VP (MD would) (VP (VB do) (ADVP (RB well)) (S (VP (TO to) (VP (VB remember) (SBAR (WHNP (WP what)) (S (VP (VBD happened) (PP (IN in) (NP (NP (DT the) (JJ early) (NNS days)) (PP (IN of) (NP (DT the) (NNP Iraq) (NNP war)))))))))))))) (, ,) (CC but) (S (NP (EX there)) (VP (VBP are) (NP (NP (JJ other) (NNS factors)) (PP (IN at) (NP (NN play))) (SBAR (WHNP (IN that)) (S (NP (DT the) (NN leadership) (NN team)) (VP (MD should) (VP (VB have) (VP (VBN focused) (PP (IN on)))))))))) (. .))","Mr. Edwards would do well to remember what happened in the early days of the Iraq war, but there are other factors at play that the leadership team should have focused on.",1,,1
464,145,ilm,clause_phrasal-verb,%% arrived at.,"(S (SBAR (IN As) (S (NP (PRP it)) (VP (VBD turned) (PRT (RP out))))) (, ,) (NP (DT the) (NN house)) (VP (VBD was) (RB not) (ADVP (RB yet)) (ADJP (IN up) (PP (IN for) (NP (NN sale)))) (PP (IN at) (NP (NP (DT the) (NN time)) (SBAR (S (NP (DT the) (NN police)) (VP (VBD arrived) (PP (IN at)))))))) (. .))","As it turned out, the house was not yet up for sale at the time the police arrived at.",1,,1
465,113,ilm,clause_phrasal-verb,%% arrived at.,"(S (CC But) (NP (EX there)) (VP (VBP are) (NP (NP (NNS ways)) (SBAR (S (VP (TO to) (VP (VB minimize) (NP (NP (DT the) (NN impact)) (SBAR (WHNP (IN that)) (S (NP (JJ such) (DT an) (NN outcome)) (VP (MD could) (VP (VB have) (PP (PP (IN on) (NP (NP (DT a) (NN person) (POS 's)) (NN ability) (S (VP (TO to) (VP (VB care) (PP (IN for) (NP (PRP$ their) (NN child)))))))) (CC and) (, ,) (ADVP (RB especially)) (, ,) (S (VP (TO to) (VP (VB determine) (SBAR (WHNP (WHADJP (WRB how) (JJ much)) (NN time)) (S (NP (PRP they)) (VP (VBP have) (VP (VBN arrived) (PP (IN at))))))))))))))))))))) (. .))","But there are ways to minimize the impact that such an outcome could have on a person's ability to care for their child and, especially, to determine how much time they have arrived at.",1,,1
466,94,ilm,clause_phrasal-verb,%% complained about.,"(S (`` ``) (S (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB want) (S (VP (TO to) (VP (VB have) (S (VP (TO to) (VP (VB go) (PP (IN through) (NP (DT this))) (PP (IN with) (NP (PRP$ my) (NN son))))))))) (ADVP (RB anymore))))) (, ,) ('' '') (NP (PRP he)) (VP (VBD said) (SBAR (IN after) (S (NP (PRP he)) (VP (VBD signed) (NP (PRP$ his) (NN contract)) (PP (IN with) (NP (NP (DT a) (JJ minor) (NN league) (NN team)) (SBAR (S (NP (PRP he)) (VP (VBD had) (ADVP (RB just)) (VP (VBN complained) (PP (IN about)))))))))))) (. .))","\"" I don't want to have to go through this with my son anymore ,""he said after he signed his contract with a minor league team he had just complained about.",1,,0
467,27,ilm,clause_phrasal-verb,%% complained about.,"(S (CC But) (NP (NP (PRP it))) (VP (VBD did) (RB n't) (VP (VB take) (ADVP (RB long)) (SBAR (IN for) (S (NP (DT the) (NN company)) (VP (TO to) (VP (VB come) (ADVP (RB around)) (PP (TO to) (NP (NP (DT the) (NN idea)) (PP (IN of) (SBAR (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBD were) (VP (VBG going) (S (VP (TO to) (VP (VB be)))))))) (, ,) (CC or) (SBAR (WHADVP (WRB how)) (S (NP (DT that)) (VP (MD would) (VP (VB feel) (SBAR (RB even) (IN if) (S (NP (PRP they)) (VP (VBD were) (RB n't) (VP (VBN complained) (PP (IN about)))))))))))))))))))) (. .))","But it didn't take long for the company to come around to the idea of what they were going to be, or how that would feel even if they weren't complained about.",1,,1
468,449,ilm,clause_resultative-long,%% results of the poll immediately public.,"(S (PP (IN On) (NP (NNP Monday))) (, ,) (S (NP (DT the) (NNPS Democrats)) (VP (VBD said) (SBAR (S (NP (PRP they)) (VP (MD would) (VP (VB hold) (NP (DT a) (NN news) (NN conference)) (S (VP (TO to) (VP (VB announce) (NP (NP (DT the) (NNS results)) (PP (IN of) (NP (DT the) (JJ special) (NN election))))))))))))) (, ,) (CC and) (S (NP (DT the) (NN governor)) (VP (VBD said) (SBAR (S (NP (PRP he)) (VP (MD would) (VP (VB make) (S (NP (NP (DT the) (NNS results)) (PP (IN of) (NP (DT the) (NN poll)))) (ADJP (RB immediately) (JJ public))))))))) (. .))","On Monday, the Democrats said they would hold a news conference to announce the results of the special election, and the governor said he would make the results of the poll immediately public.",1,,1
469,214,ilm,clause_resultative-long,%% results of the poll immediately public.,"(S (PP (IN In) (NP (DT some) (NNS cases))) (, ,) (PP (IN in) (NP (JJ other) (NNS cases))) (, ,) (NP (NP (NNS people)) (SBAR (WHNP (WP who)) (S (VP (VBD were) (ADJP (JJ unaware) (PP (IN of) (NP (PRP$ their) (NN status)))))))) (VP (MD might) (VP (VB choose) (S (VP (TO to) (VP (VB have) (S (NP (NP (DT the) (NNS results)) (PP (IN of) (NP (DT the) (NN poll)))) (ADJP (RB immediately) (JJ public)))))))) (. .))","In some cases, in other cases, people who were unaware of their status might choose to have the results of the poll immediately public.",1,,1
470,98,ilm,clause_resultative-long,%% technique that the research had developed quite impressive.,"(S (NP (NP (NP (CD One)) (PP (IN of) (NP (DT the) (ADJP (RBS most) (JJ interesting)) (NNS points)))) (, ,) (CC and) (NP (NP (CD one)) (PP (IN of) (NP (DT the) (ADJP (RBS most) (JJ surprising))))) (, ,)) (VP (VBZ is) (NP (DT the) (NN fact) (SBAR (IN that) (S (NP (DT this)) (VP (VBZ is) (NP (NP (DT a) (NN technique)) (PP (IN of) (NP (NP (DT the) (NN technique)) (SBAR (WHNP (IN that)) (S (NP (DT the) (NN research)) (VP (VBD had) (VP (VBN developed) (S (ADJP (RB quite) (JJ impressive))))))))))))))) (. .))","One of the most interesting points, and one of the most surprising, is the fact that this is a technique of the technique that the research had developed quite impressive.",0,,0
